"Start.station.number","End.station.number","freq","start.lat","start.lon","end.lat","end.lon"
31002,31002,360,38.856425,-77.049232,38.856425,-77.049232
31002,31003,165,38.856425,-77.049232,38.86017,-77.049593
31002,31004,49,38.856425,-77.049232,38.857866,-77.05949
31002,31005,293,38.856425,-77.049232,38.862303,-77.059936
31002,31006,198,38.856425,-77.049232,38.8637,-77.0633
31002,31007,66,38.856425,-77.049232,38.857405,-77.051132
31002,31008,357,38.856425,-77.049232,38.8629,-77.0528
31002,31009,281,38.856425,-77.049232,38.848441,-77.051516
31002,31010,220,38.856425,-77.049232,38.8426,-77.0502
31002,31011,190,38.856425,-77.049232,38.8533,-77.0498
31002,31012,129,38.856425,-77.049232,38.850688,-77.05152
31002,31013,115,38.856425,-77.049232,38.854381,-77.053412
31002,31014,135,38.856425,-77.049232,38.897315,-77.070993
31002,31015,4,38.856425,-77.049232,38.8946,-77.072305
31002,31019,2,38.856425,-77.049232,38.889,-77.0925
31002,31027,4,38.856425,-77.049232,38.896015,-77.078107
31002,31028,1,38.856425,-77.049232,38.893241,-77.086045
31002,31029,4,38.856425,-77.049232,38.896923,-77.086502
31002,31031,3,38.856425,-77.049232,38.89054,-77.08095
31002,31041,78,38.856425,-77.049232,38.803124,-77.040363
31002,31042,51,38.856425,-77.049232,38.804718,-77.043363
31002,31043,15,38.856425,-77.049232,38.810743,-77.044664
31002,31044,20,38.856425,-77.049232,38.805317,-77.049883
31002,31045,30,38.856425,-77.049232,38.805648,-77.05293
31002,31046,41,38.856425,-77.049232,38.811456,-77.050276
31002,31047,26,38.856425,-77.049232,38.814577,-77.052808
31002,31048,14,38.856425,-77.049232,38.805767,-77.06072
31002,31051,1,38.856425,-77.049232,38.889365,-77.077294
31002,31052,254,38.856425,-77.049232,38.844015,-77.050537
31002,31053,10,38.856425,-77.049232,38.863833,-77.080319
31002,31055,68,38.856425,-77.049232,38.846222,-77.069275
31002,31056,8,38.856425,-77.049232,38.847977,-77.075104
31002,31057,10,38.856425,-77.049232,38.8444,-77.085931
31002,31059,5,38.856425,-77.049232,38.84736,-77.095431
31002,31060,32,38.856425,-77.049232,38.84232,-77.089555
31002,31061,8,38.856425,-77.049232,38.848454,-77.084918
31002,31062,1,38.856425,-77.049232,38.854691,-77.100555
31002,31063,3,38.856425,-77.049232,38.852248,-77.105022
31002,31065,1,38.856425,-77.049232,38.880705,-77.08596
31002,31066,19,38.856425,-77.049232,38.867262,-77.072315
31002,31067,3,38.856425,-77.049232,38.862478,-77.086599
31002,31069,1,38.856425,-77.049232,38.871822,-77.107906
31002,31070,2,38.856425,-77.049232,38.873755,-77.089233
31002,31071,32,38.856425,-77.049232,38.86646,-77.04826
31002,31072,1,38.856425,-77.049232,38.837666,-77.09482
31002,31075,1,38.856425,-77.049232,38.866471,-77.076131
31002,31076,10,38.856425,-77.049232,38.839912,-77.087083
31002,31077,49,38.856425,-77.049232,38.88992,-77.071301
31002,31078,1,38.856425,-77.049232,38.869442,-77.104503
31002,31079,4,38.856425,-77.049232,38.894941,-77.09169
31002,31080,7,38.856425,-77.049232,38.897612,-77.080851
31002,31081,7,38.856425,-77.049232,38.804378,-77.060866
31002,31082,12,38.856425,-77.049232,38.801111,-77.068952
31002,31083,38,38.856425,-77.049232,38.82175,-77.047494
31002,31084,2,38.856425,-77.049232,38.802677,-77.063562
31002,31085,26,38.856425,-77.049232,38.820064,-77.057619
31002,31086,22,38.856425,-77.049232,38.82595,-77.058541
31002,31087,18,38.856425,-77.049232,38.820932,-77.053096
31002,31088,39,38.856425,-77.049232,38.833077,-77.059821
31002,31089,2,38.856425,-77.049232,38.890612,-77.084801
31002,31090,238,38.856425,-77.049232,38.864702,-77.048672
31002,31091,59,38.856425,-77.049232,38.859254,-77.063275
31002,31093,3,38.856425,-77.049232,38.898984,-77.078317
31002,31095,3,38.856425,-77.049232,38.862756,-77.067185
31002,31096,1,38.856425,-77.049232,38.86612,-77.08787
31002,31097,45,38.856425,-77.049232,38.812718,-77.044097
31002,31098,29,38.856425,-77.049232,38.80704,-77.059817
31002,31099,2,38.856425,-77.049232,38.813485,-77.049468
31002,31101,13,38.856425,-77.049232,38.9176,-77.0321
31002,31102,9,38.856425,-77.049232,38.929464,-77.027822
31002,31103,65,38.856425,-77.049232,38.926088,-77.036536
31002,31104,2,38.856425,-77.049232,38.922925,-77.042581
31002,31108,16,38.856425,-77.049232,38.8767,-77.0178
31002,31109,3,38.856425,-77.049232,38.9155,-77.0222
31002,31110,3,38.856425,-77.049232,38.9154,-77.0446
31002,31113,2,38.856425,-77.049232,38.920669,-77.04368
31002,31114,1,38.856425,-77.049232,38.918809,-77.041571
31002,31119,1,38.856425,-77.049232,38.921074,-77.031887
31002,31122,1,38.856425,-77.049232,38.928893,-77.03625
31002,31124,4,38.856425,-77.049232,38.928552,-77.032224
31002,31125,2,38.856425,-77.049232,38.919086,-77.034502
31002,31200,5,38.856425,-77.049232,38.9101,-77.0444
31002,31201,4,38.856425,-77.049232,38.90985,-77.034438
31002,31202,2,38.856425,-77.049232,38.912682,-77.031681
31002,31203,3,38.856425,-77.049232,38.9086,-77.0323
31002,31204,2,38.856425,-77.049232,38.8963,-77.045
31002,31205,1,38.856425,-77.049232,38.9008,-77.047
31002,31208,3,38.856425,-77.049232,38.8763,-77.0037
31002,31209,9,38.856425,-77.049232,38.8743,-77.0057
31002,31211,8,38.856425,-77.049232,38.897293,-77.05557
31002,31212,5,38.856425,-77.049232,38.90534,-77.046774
31002,31213,1,38.856425,-77.049232,38.90276,-77.03863
31002,31214,8,38.856425,-77.049232,38.9121,-77.0387
31002,31215,15,38.856425,-77.049232,38.902221,-77.059219
31002,31216,12,38.856425,-77.049232,38.899632,-77.031686
31002,31217,9,38.856425,-77.049232,38.887237,-77.02823
31002,31218,15,38.856425,-77.049232,38.886266,-77.022241
31002,31219,7,38.856425,-77.049232,38.893028,-77.026013
31002,31220,9,38.856425,-77.049232,38.894919,-77.046587
31002,31221,2,38.856425,-77.049232,38.905067,-77.041779
31002,31222,52,38.856425,-77.049232,38.8991,-77.0337
31002,31223,3,38.856425,-77.049232,38.905737,-77.02227
31002,31224,1,38.856425,-77.049232,38.903407,-77.043648
31002,31225,41,38.856425,-77.049232,38.90375,-77.06269
31002,31227,2,38.856425,-77.049232,38.900283,-77.029822
31002,31228,2,38.856425,-77.049232,38.8997,-77.023086
31002,31229,24,38.856425,-77.049232,38.91554,-77.03818
31002,31230,31,38.856425,-77.049232,38.898364,-77.027869
31002,31231,31,38.856425,-77.049232,38.894514,-77.031617
31002,31232,20,38.856425,-77.049232,38.897296,-77.022185
31002,31233,2,38.856425,-77.049232,38.902061,-77.038322
31002,31234,4,38.856425,-77.049232,38.908905,-77.04478
31002,31235,5,38.856425,-77.049232,38.8923,-77.0436
31002,31236,2,38.856425,-77.049232,38.90774,-77.071652
31002,31237,8,38.856425,-77.049232,38.903827,-77.053485
31002,31238,20,38.856425,-77.049232,38.898069,-77.031823
31002,31240,79,38.856425,-77.049232,38.88412,-77.04657
31002,31241,8,38.856425,-77.049232,38.9059,-77.0325
31002,31242,5,38.856425,-77.049232,38.89968,-77.041539
31002,31243,32,38.856425,-77.049232,38.887299,-77.018939
31002,31244,47,38.856425,-77.049232,38.88412,-77.017445
31002,31246,9,38.856425,-77.049232,38.905126,-77.056887
31002,31247,97,38.856425,-77.049232,38.888553,-77.032429
31002,31248,25,38.856425,-77.049232,38.888767,-77.02858
31002,31249,651,38.856425,-77.049232,38.879819,-77.037413
31002,31250,3,38.856425,-77.049232,38.903584,-77.044789
31002,31252,1,38.856425,-77.049232,38.901539,-77.046564
31002,31253,2,38.856425,-77.049232,38.902204,-77.04337
31002,31254,12,38.856425,-77.049232,38.902,-77.03353
31002,31255,1,38.856425,-77.049232,38.9066,-77.05152
31002,31256,3,38.856425,-77.049232,38.895914,-77.026064
31002,31257,4,38.856425,-77.049232,38.90088,-77.048911
31002,31258,178,38.856425,-77.049232,38.888251,-77.049426
31002,31259,6,38.856425,-77.049232,38.894722,-77.045128
31002,31260,33,38.856425,-77.049232,38.896104,-77.049882
31002,31261,35,38.856425,-77.049232,38.892459,-77.046567
31002,31262,4,38.856425,-77.049232,38.897857,-77.026975
31002,31263,6,38.856425,-77.049232,38.9024,-77.02622
31002,31264,10,38.856425,-77.049232,38.894573,-77.01994
31002,31265,1,38.856425,-77.049232,38.90093,-77.018677
