"Start.station.number","starthour","variable","value"
31231,15,"inflow",1796
31231,16,"inflow",1898
31231,17,"inflow",1977
31231,18,"inflow",1476
31231,19,"inflow",790
31231,20,"inflow",571
31231,21,"inflow",415
31231,22,"inflow",286
31231,23,"inflow",209
31232,0,"inflow",108
31232,1,"inflow",55
31232,2,"inflow",33
31232,3,"inflow",13
31232,4,"inflow",21
31232,5,"inflow",126
31232,6,"inflow",421
31232,7,"inflow",869
31232,8,"inflow",1441
31232,9,"inflow",1546
31232,10,"inflow",1037
31232,11,"inflow",1419
31232,12,"inflow",1673
31232,13,"inflow",1705
31232,14,"inflow",1827
31232,15,"inflow",1595
31232,16,"inflow",1887
31232,17,"inflow",2730
31232,18,"inflow",2359
31232,19,"inflow",1538
31232,20,"inflow",884
31232,21,"inflow",558
31232,22,"inflow",334
31232,23,"inflow",169
31233,0,"inflow",105
31233,1,"inflow",38
31233,2,"inflow",23
31233,3,"inflow",13
31233,4,"inflow",31
31233,5,"inflow",200
31233,6,"inflow",319
31233,7,"inflow",1996
31233,8,"inflow",6309
31233,9,"inflow",3257
31233,10,"inflow",1086
31233,11,"inflow",967
31233,12,"inflow",1264
31233,13,"inflow",1087
31233,14,"inflow",1045
31233,15,"inflow",962
31233,16,"inflow",1161
31233,17,"inflow",1687
31233,18,"inflow",1028
31233,19,"inflow",594
31233,20,"inflow",476
31233,21,"inflow",316
31233,22,"inflow",194
31233,23,"inflow",140
31234,0,"inflow",191
31234,1,"inflow",126
31234,2,"inflow",57
31234,3,"inflow",39
31234,4,"inflow",10
31234,5,"inflow",75
31234,6,"inflow",190
31234,7,"inflow",1082
31234,8,"inflow",2238
31234,9,"inflow",1854
31234,10,"inflow",861
31234,11,"inflow",823
31234,12,"inflow",1032
31234,13,"inflow",1018
31234,14,"inflow",883
31234,15,"inflow",883
31234,16,"inflow",1049
31234,17,"inflow",2118
31234,18,"inflow",2048
31234,19,"inflow",1405
31234,20,"inflow",912
31234,21,"inflow",697
31234,22,"inflow",562
31234,23,"inflow",321
31235,0,"inflow",123
31235,1,"inflow",56
31235,2,"inflow",38
31235,3,"inflow",25
31235,4,"inflow",17
31235,5,"inflow",16
31235,6,"inflow",83
31235,7,"inflow",380
31235,8,"inflow",2171
31235,9,"inflow",1349
31235,10,"inflow",561
31235,11,"inflow",601
31235,12,"inflow",706
31235,13,"inflow",748
31235,14,"inflow",783
31235,15,"inflow",878
31235,16,"inflow",810
31235,17,"inflow",729
31235,18,"inflow",724
31235,19,"inflow",471
31235,20,"inflow",366
31235,21,"inflow",313
31235,22,"inflow",278
31235,23,"inflow",161
31236,0,"inflow",64
31236,1,"inflow",52
31236,2,"inflow",45
31236,3,"inflow",27
31236,4,"inflow",9
31236,5,"inflow",98
31236,6,"inflow",284
31236,7,"inflow",763
31236,8,"inflow",1385
31236,9,"inflow",1378
31236,10,"inflow",897
31236,11,"inflow",817
31236,12,"inflow",864
31236,13,"inflow",933
31236,14,"inflow",922
31236,15,"inflow",895
31236,16,"inflow",869
31236,17,"inflow",1056
31236,18,"inflow",1052
31236,19,"inflow",547
31236,20,"inflow",384
31236,21,"inflow",175
31236,22,"inflow",123
31236,23,"inflow",87
31237,0,"inflow",217
31237,1,"inflow",95
31237,2,"inflow",68
31237,3,"inflow",54
31237,4,"inflow",49
31237,5,"inflow",54
31237,6,"inflow",131
31237,7,"inflow",337
31237,8,"inflow",1854
31237,9,"inflow",1572
31237,10,"inflow",847
31237,11,"inflow",909
31237,12,"inflow",1243
31237,13,"inflow",1271
31237,14,"inflow",1228
31237,15,"inflow",1145
31237,16,"inflow",1254
31237,17,"inflow",2295
31237,18,"inflow",2232
31237,19,"inflow",1523
31237,20,"inflow",1082
31237,21,"inflow",863
31237,22,"inflow",503
31237,23,"inflow",409
31238,0,"inflow",112
31238,1,"inflow",43
31238,2,"inflow",22
31238,3,"inflow",15
31238,4,"inflow",10
31238,5,"inflow",45
31238,6,"inflow",486
31238,7,"inflow",1272
31238,8,"inflow",3255
31238,9,"inflow",1166
31238,10,"inflow",754
31238,11,"inflow",899
31238,12,"inflow",1241
31238,13,"inflow",1474
31238,14,"inflow",1332
31238,15,"inflow",1397
31238,16,"inflow",1559
31238,17,"inflow",1771
31238,18,"inflow",1570
31238,19,"inflow",943
31238,20,"inflow",613
31238,21,"inflow",392
31238,22,"inflow",250
31238,23,"inflow",199
31239,0,"inflow",94
31239,1,"inflow",44
31239,2,"inflow",30
31239,3,"inflow",30
31239,4,"inflow",18
31239,5,"inflow",160
31239,6,"inflow",545
31239,7,"inflow",1918
31239,8,"inflow",3572
31239,9,"inflow",1703
31239,10,"inflow",866
31239,11,"inflow",990
31239,12,"inflow",1187
31239,13,"inflow",1080
31239,14,"inflow",1028
31239,15,"inflow",895
31239,16,"inflow",1055
31239,17,"inflow",1665
31239,18,"inflow",1436
31239,19,"inflow",829
31239,20,"inflow",520
31239,21,"inflow",306
31239,22,"inflow",421
31239,23,"inflow",150
31240,0,"inflow",149
31240,1,"inflow",120
31240,2,"inflow",70
31240,3,"inflow",29
31240,4,"inflow",9
31240,5,"inflow",11
31240,6,"inflow",76
31240,7,"inflow",104
31240,8,"inflow",295
31240,9,"inflow",454
31240,10,"inflow",698
31240,11,"inflow",1040
31240,12,"inflow",1156
31240,13,"inflow",1317
31240,14,"inflow",1477
31240,15,"inflow",1603
31240,16,"inflow",1762
31240,17,"inflow",1861
31240,18,"inflow",1788
31240,19,"inflow",1111
31240,20,"inflow",877
31240,21,"inflow",618
31240,22,"inflow",451
31240,23,"inflow",235
31241,0,"inflow",389
31241,1,"inflow",195
31241,2,"inflow",128
31241,3,"inflow",69
31241,4,"inflow",24
31241,5,"inflow",124
31241,6,"inflow",513
31241,7,"inflow",2090
31241,8,"inflow",4522
31241,9,"inflow",3999
31241,10,"inflow",1649
31241,11,"inflow",1296
31241,12,"inflow",1498
31241,13,"inflow",1306
31241,14,"inflow",1271
31241,15,"inflow",1350
31241,16,"inflow",1931
31241,17,"inflow",2897
31241,18,"inflow",3011
31241,19,"inflow",2181
31241,20,"inflow",1581
31241,21,"inflow",1359
31241,22,"inflow",1109
31241,23,"inflow",750
31242,0,"inflow",55
31242,1,"inflow",23
31242,2,"inflow",21
31242,3,"inflow",6
31242,4,"inflow",13
31242,5,"inflow",104
31242,6,"inflow",260
31242,7,"inflow",1352
31242,8,"inflow",3354
31242,9,"inflow",1274
31242,10,"inflow",555
31242,11,"inflow",703
31242,12,"inflow",1046
31242,13,"inflow",1109
31242,14,"inflow",917
31242,15,"inflow",826
31242,16,"inflow",845
31242,17,"inflow",899
31242,18,"inflow",722
31242,19,"inflow",372
31242,20,"inflow",292
31242,21,"inflow",180
31242,22,"inflow",162
31242,23,"inflow",103
31243,0,"inflow",77
31243,1,"inflow",71
31243,2,"inflow",34
31243,3,"inflow",21
31243,4,"inflow",15
31243,5,"inflow",22
31243,6,"inflow",442
31243,7,"inflow",1523
31243,8,"inflow",3009
31243,9,"inflow",1860
31243,10,"inflow",1662
31243,11,"inflow",1969
31243,12,"inflow",2323
31243,13,"inflow",2467
31243,14,"inflow",2323
31243,15,"inflow",2564
31243,16,"inflow",2581
31243,17,"inflow",1756
31243,18,"inflow",1165
31243,19,"inflow",680
31243,20,"inflow",511
31243,21,"inflow",476
31243,22,"inflow",333
31243,23,"inflow",182
31244,0,"inflow",174
31244,1,"inflow",94
31244,2,"inflow",64
31244,3,"inflow",25
31244,4,"inflow",21
31244,5,"inflow",154
31244,6,"inflow",808
31244,7,"inflow",1800
31244,8,"inflow",2688
31244,9,"inflow",1530
31244,10,"inflow",747
31244,11,"inflow",602
31244,12,"inflow",841
31244,13,"inflow",915
31244,14,"inflow",845
31244,15,"inflow",1000
31244,16,"inflow",1484
31244,17,"inflow",2428
31244,18,"inflow",1887
31244,19,"inflow",1306
31244,20,"inflow",1002
31244,21,"inflow",861
31244,22,"inflow",564
31244,23,"inflow",325
31245,0,"inflow",204
31245,1,"inflow",137
31245,2,"inflow",105
31245,3,"inflow",64
31245,4,"inflow",11
31245,5,"inflow",45
31245,6,"inflow",154
31245,7,"inflow",594
31245,8,"inflow",730
31245,9,"inflow",557
31245,10,"inflow",481
31245,11,"inflow",520
31245,12,"inflow",706
31245,13,"inflow",761
31245,14,"inflow",839
31245,15,"inflow",876
31245,16,"inflow",1225
31245,17,"inflow",2002
31245,18,"inflow",2406
31245,19,"inflow",1743
31245,20,"inflow",1190
31245,21,"inflow",818
31245,22,"inflow",580
31245,23,"inflow",393
31246,0,"inflow",172
31246,1,"inflow",96
31246,2,"inflow",47
31246,3,"inflow",30
31246,4,"inflow",21
31246,5,"inflow",68
31246,6,"inflow",160
31246,7,"inflow",951
31246,8,"inflow",2112
31246,9,"inflow",1906
31246,10,"inflow",1381
31246,11,"inflow",1435
31246,12,"inflow",1712
31246,13,"inflow",1646
31246,14,"inflow",1630
31246,15,"inflow",1857
31246,16,"inflow",1992
31246,17,"inflow",2825
31246,18,"inflow",2747
31246,19,"inflow",1735
31246,20,"inflow",1043
31246,21,"inflow",659
31246,22,"inflow",461
31246,23,"inflow",585
31247,0,"inflow",497
31247,1,"inflow",271
31247,2,"inflow",144
31247,3,"inflow",83
31247,4,"inflow",39
31247,5,"inflow",173
31247,6,"inflow",563
31247,7,"inflow",1065
31247,8,"inflow",2064
31247,9,"inflow",2218
31247,10,"inflow",2827
31247,11,"inflow",3412
31247,12,"inflow",4531
31247,13,"inflow",4776
31247,14,"inflow",5385
31247,15,"inflow",5336
31247,16,"inflow",5479
31247,17,"inflow",5452
31247,18,"inflow",4171
31247,19,"inflow",2797
31247,20,"inflow",2230
31247,21,"inflow",1674
31247,22,"inflow",1088
31247,23,"inflow",778
31248,0,"inflow",153
31248,1,"inflow",49
31248,2,"inflow",17
31248,3,"inflow",24
31248,4,"inflow",9
31248,5,"inflow",22
31248,6,"inflow",302
31248,7,"inflow",493
31248,8,"inflow",1632
31248,9,"inflow",1260
31248,10,"inflow",1445
31248,11,"inflow",2184
31248,12,"inflow",2462
31248,13,"inflow",2716
31248,14,"inflow",3026
31248,15,"inflow",3103
31248,16,"inflow",2867
31248,17,"inflow",2689
31248,18,"inflow",2287
31248,19,"inflow",1439
31248,20,"inflow",1218
31248,21,"inflow",873
31248,22,"inflow",537
31248,23,"inflow",270
31249,0,"inflow",314
31249,1,"inflow",176
31249,2,"inflow",115
31249,3,"inflow",35
31249,4,"inflow",22
31249,5,"inflow",15
31249,6,"inflow",183
31249,7,"inflow",743
31249,8,"inflow",1244
31249,9,"inflow",1330
31249,10,"inflow",1621
31249,11,"inflow",2186
31249,12,"inflow",2807
31249,13,"inflow",2904
31249,14,"inflow",3089
31249,15,"inflow",3296
31249,16,"inflow",3279
31249,17,"inflow",4134
31249,18,"inflow",3474
31249,19,"inflow",2276
31249,20,"inflow",1594
31249,21,"inflow",1172
31249,22,"inflow",947
31249,23,"inflow",533
31250,0,"inflow",34
31250,1,"inflow",31
31250,2,"inflow",8
31250,3,"inflow",6
31250,4,"inflow",6
31250,5,"inflow",77
31250,6,"inflow",392
31250,7,"inflow",909
31250,8,"inflow",2162
31250,9,"inflow",869
31250,10,"inflow",347
31250,11,"inflow",353
31250,12,"inflow",464
31250,13,"inflow",581
31250,14,"inflow",449
31250,15,"inflow",459
31250,16,"inflow",449
31250,17,"inflow",480
31250,18,"inflow",342
31250,19,"inflow",240
31250,20,"inflow",184
31250,21,"inflow",99
31250,22,"inflow",114
31250,23,"inflow",64
31251,0,"inflow",220
31251,1,"inflow",106
31251,2,"inflow",85
31251,3,"inflow",47
31251,4,"inflow",29
31251,5,"inflow",21
31251,6,"inflow",151
31251,7,"inflow",581
31251,8,"inflow",1630
31251,9,"inflow",1261
31251,10,"inflow",641
31251,11,"inflow",491
31251,12,"inflow",725
31251,13,"inflow",668
31251,14,"inflow",584
31251,15,"inflow",601
31251,16,"inflow",803
31251,17,"inflow",1193
31251,18,"inflow",1312
31251,19,"inflow",932
31251,20,"inflow",791
31251,21,"inflow",676
31251,22,"inflow",489
31251,23,"inflow",365
31252,0,"inflow",34
31252,1,"inflow",21
31252,2,"inflow",2
31252,3,"inflow",1
31252,4,"inflow",1
31252,5,"inflow",11
31252,6,"inflow",281
31252,7,"inflow",685
31252,8,"inflow",2467
31252,9,"inflow",1200
31252,10,"inflow",393
31252,11,"inflow",418
31252,12,"inflow",545
31252,13,"inflow",663
31252,14,"inflow",568
31252,15,"inflow",473
31252,16,"inflow",496
31252,17,"inflow",622
31252,18,"inflow",436
31252,19,"inflow",294
31252,20,"inflow",180
31252,21,"inflow",151
31252,22,"inflow",136
31252,23,"inflow",68
31253,0,"inflow",20
31253,1,"inflow",7
31253,2,"inflow",11
31253,3,"inflow",5
31253,4,"inflow",5
31253,5,"inflow",19
31253,6,"inflow",169
31253,7,"inflow",532
31253,8,"inflow",2806
31253,9,"inflow",1425
31253,10,"inflow",386
31253,11,"inflow",331
31253,12,"inflow",497
31253,13,"inflow",497
31253,14,"inflow",480
31253,15,"inflow",383
31253,16,"inflow",362
31253,17,"inflow",505
31253,18,"inflow",378
31253,19,"inflow",214
31253,20,"inflow",126
31253,21,"inflow",83
31253,22,"inflow",60
31253,23,"inflow",26
31254,0,"inflow",72
31254,1,"inflow",38
31254,2,"inflow",19
31254,3,"inflow",8
31254,4,"inflow",12
31254,5,"inflow",66
31254,6,"inflow",605
31254,7,"inflow",1869
31254,8,"inflow",2817
31254,9,"inflow",1130
31254,10,"inflow",558
31254,11,"inflow",528
31254,12,"inflow",793
31254,13,"inflow",885
31254,14,"inflow",726
31254,15,"inflow",706
31254,16,"inflow",864
31254,17,"inflow",1142
31254,18,"inflow",980
31254,19,"inflow",554
31254,20,"inflow",372
31254,21,"inflow",280
31254,22,"inflow",203
31254,23,"inflow",129
31255,0,"inflow",91
31255,1,"inflow",66
31255,2,"inflow",37
31255,3,"inflow",23
31255,4,"inflow",16
31255,5,"inflow",304
31255,6,"inflow",655
31255,7,"inflow",1425
31255,8,"inflow",2340
31255,9,"inflow",920
31255,10,"inflow",573
31255,11,"inflow",681
31255,12,"inflow",831
31255,13,"inflow",905
31255,14,"inflow",745
31255,15,"inflow",838
31255,16,"inflow",869
31255,17,"inflow",1510
31255,18,"inflow",1323
31255,19,"inflow",829
31255,20,"inflow",487
31255,21,"inflow",356
31255,22,"inflow",275
31255,23,"inflow",204
31256,0,"inflow",57
31256,1,"inflow",36
31256,2,"inflow",27
31256,3,"inflow",35
31256,4,"inflow",15
31256,5,"inflow",356
31256,6,"inflow",640
31256,7,"inflow",1147
31256,8,"inflow",1639
31256,9,"inflow",893
31256,10,"inflow",671
31256,11,"inflow",777
31256,12,"inflow",1059
31256,13,"inflow",1138
31256,14,"inflow",1006
31256,15,"inflow",1030
31256,16,"inflow",1104
31256,17,"inflow",1411
31256,18,"inflow",1482
31256,19,"inflow",966
31256,20,"inflow",501
31256,21,"inflow",430
31256,22,"inflow",200
31256,23,"inflow",167
31257,0,"inflow",160
31257,1,"inflow",79
31257,2,"inflow",63
31257,3,"inflow",39
31257,4,"inflow",25
31257,5,"inflow",123
31257,6,"inflow",521
31257,7,"inflow",1291
31257,8,"inflow",1644
31257,9,"inflow",1176
31257,10,"inflow",743
31257,11,"inflow",813
31257,12,"inflow",1196
31257,13,"inflow",1240
31257,14,"inflow",1223
31257,15,"inflow",1279
31257,16,"inflow",1679
31257,17,"inflow",2174
31257,18,"inflow",2066
31257,19,"inflow",1253
31257,20,"inflow",1009
31257,21,"inflow",761
31257,22,"inflow",552
31257,23,"inflow",357
31258,0,"inflow",608
31258,1,"inflow",313
31258,2,"inflow",143
31258,3,"inflow",108
31258,4,"inflow",33
31258,5,"inflow",348
31258,6,"inflow",713
31258,7,"inflow",1218
31258,8,"inflow",1253
31258,9,"inflow",1555
31258,10,"inflow",2491
31258,11,"inflow",3785
31258,12,"inflow",4451
31258,13,"inflow",4871
31258,14,"inflow",5004
31258,15,"inflow",5377
31258,16,"inflow",5061
31258,17,"inflow",5495
31258,18,"inflow",5078
31258,19,"inflow",3503
31258,20,"inflow",2744
31258,21,"inflow",2225
31258,22,"inflow",1525
31258,23,"inflow",1013
31259,0,"inflow",38
31259,1,"inflow",30
31259,2,"inflow",26
31259,4,"inflow",13
31259,5,"inflow",3
31259,6,"inflow",41
31259,7,"inflow",531
31259,8,"inflow",2371
31259,9,"inflow",850
31259,10,"inflow",210
31259,11,"inflow",186
31259,12,"inflow",198
31259,13,"inflow",255
31259,14,"inflow",194
31259,15,"inflow",210
31259,16,"inflow",321
31259,17,"inflow",259
31259,18,"inflow",175
31259,19,"inflow",91
31259,20,"inflow",79
31259,21,"inflow",70
31259,22,"inflow",57
31259,23,"inflow",37
31260,0,"inflow",150
31260,1,"inflow",84
31260,2,"inflow",58
31260,3,"inflow",35
31260,4,"inflow",6
31260,5,"inflow",51
31260,6,"inflow",273
31260,7,"inflow",781
31260,8,"inflow",2300
31260,9,"inflow",1131
31260,10,"inflow",411
31260,11,"inflow",357
31260,12,"inflow",502
31260,13,"inflow",716
31260,14,"inflow",675
31260,15,"inflow",517
31260,16,"inflow",612
31260,17,"inflow",992
31260,18,"inflow",986
31260,19,"inflow",539
31260,20,"inflow",420
31260,21,"inflow",339
31260,22,"inflow",211
31260,23,"inflow",187
31261,0,"inflow",89
31261,1,"inflow",95
31261,2,"inflow",63
31261,3,"inflow",13
31261,4,"inflow",23
31261,5,"inflow",25
31261,6,"inflow",451
31261,7,"inflow",1285
31261,8,"inflow",1302
31261,9,"inflow",370
31261,10,"inflow",286
31261,11,"inflow",352
31261,12,"inflow",422
31261,13,"inflow",571
31261,14,"inflow",545
31261,15,"inflow",595
31261,16,"inflow",521
31261,17,"inflow",625
31261,18,"inflow",783
31261,19,"inflow",384
31261,20,"inflow",246
31261,21,"inflow",287
31261,22,"inflow",200
31261,23,"inflow",161
31262,0,"inflow",60
31262,1,"inflow",28
31262,2,"inflow",20
31262,3,"inflow",6
31262,5,"inflow",167
31262,6,"inflow",400
31262,7,"inflow",1004
31262,8,"inflow",1618
31262,9,"inflow",734
31262,10,"inflow",554
31262,11,"inflow",578
31262,12,"inflow",804
31262,13,"inflow",807
31262,14,"inflow",777
31262,15,"inflow",800
31262,16,"inflow",851
31262,17,"inflow",1090
31262,18,"inflow",1057
31262,19,"inflow",696
31262,20,"inflow",338
31262,21,"inflow",284
31262,22,"inflow",153
31262,23,"inflow",167
31263,0,"inflow",154
31263,1,"inflow",146
31263,2,"inflow",59
31263,3,"inflow",33
31263,4,"inflow",30
31263,5,"inflow",146
31263,6,"inflow",285
31263,7,"inflow",770
31263,8,"inflow",2383
31263,9,"inflow",1566
31263,10,"inflow",619
31263,11,"inflow",780
31263,12,"inflow",1054
31263,13,"inflow",1032
31263,14,"inflow",816
31263,15,"inflow",978
31263,16,"inflow",1347
31263,17,"inflow",1648
31263,18,"inflow",1322
31263,19,"inflow",911
31263,20,"inflow",638
31263,21,"inflow",506
31263,22,"inflow",456
31263,23,"inflow",261
31264,0,"inflow",71
31264,1,"inflow",32
31264,2,"inflow",33
31264,3,"inflow",14
31264,4,"inflow",5
31264,5,"inflow",10
31264,6,"inflow",266
31264,7,"inflow",987
31264,8,"inflow",2319
31264,9,"inflow",1194
31264,10,"inflow",656
31264,11,"inflow",900
31264,12,"inflow",1191
31264,13,"inflow",1250
31264,14,"inflow",1111
31264,15,"inflow",1078
31264,16,"inflow",1154
31264,17,"inflow",1657
31264,18,"inflow",1272
31264,19,"inflow",805
31264,20,"inflow",468
31264,21,"inflow",322
31264,22,"inflow",201
31264,23,"inflow",113
31265,0,"inflow",246
31265,1,"inflow",154
31265,2,"inflow",97
31265,3,"inflow",49
31265,4,"inflow",28
31265,5,"inflow",107
31265,6,"inflow",353
31265,7,"inflow",1215
31265,8,"inflow",2010
31265,9,"inflow",1324
31265,10,"inflow",834
31265,11,"inflow",908
31265,12,"inflow",1066
31265,13,"inflow",1152
31265,14,"inflow",1121
31265,15,"inflow",1405
31265,16,"inflow",1767
31265,17,"inflow",3189
31265,18,"inflow",3288
31265,19,"inflow",1774
31265,20,"inflow",1266
31265,21,"inflow",945
31265,22,"inflow",680
31265,23,"inflow",450
31266,0,"inflow",339
31266,1,"inflow",234
31266,2,"inflow",165
31266,3,"inflow",81
31266,4,"inflow",58
31266,5,"inflow",69
31266,6,"inflow",224
31266,7,"inflow",363
31266,8,"inflow",507
31266,9,"inflow",440
31266,10,"inflow",430
31266,11,"inflow",657
31266,12,"inflow",882
31266,13,"inflow",1053
31266,14,"inflow",1019
31266,15,"inflow",957
31266,16,"inflow",1420
31266,17,"inflow",2549
31266,18,"inflow",2958
31266,19,"inflow",2431
31266,20,"inflow",1929
31266,21,"inflow",1346
31266,22,"inflow",1082
31266,23,"inflow",677
31267,0,"inflow",251
31267,1,"inflow",104
31267,2,"inflow",65
31267,3,"inflow",35
31267,4,"inflow",10
31267,5,"inflow",22
31267,6,"inflow",106
31267,7,"inflow",744
31267,8,"inflow",2927
31267,9,"inflow",2220
31267,10,"inflow",934
31267,11,"inflow",849
31267,12,"inflow",979
31267,13,"inflow",1049
31267,14,"inflow",850
31267,15,"inflow",950
31267,16,"inflow",1066
31267,17,"inflow",2517
31267,18,"inflow",1895
31267,19,"inflow",1434
31267,20,"inflow",1187
31267,21,"inflow",811
31267,22,"inflow",535
31267,23,"inflow",372
31268,0,"inflow",253
31268,1,"inflow",95
31268,2,"inflow",57
31268,3,"inflow",30
31268,4,"inflow",22
31268,5,"inflow",153
31268,6,"inflow",280
31268,7,"inflow",824
31268,8,"inflow",890
31268,9,"inflow",433
31268,10,"inflow",515
31268,11,"inflow",531
31268,12,"inflow",624
31268,13,"inflow",633
31268,14,"inflow",626
31268,15,"inflow",753
31268,16,"inflow",1300
31268,17,"inflow",2938
31268,18,"inflow",3241
31268,19,"inflow",2168
31268,20,"inflow",1335
31268,21,"inflow",944
31268,22,"inflow",623
31268,23,"inflow",447
31269,0,"inflow",137
31269,1,"inflow",40
31269,2,"inflow",42
31269,3,"inflow",32
31269,4,"inflow",124
31269,5,"inflow",69
31269,6,"inflow",505
31269,7,"inflow",664
31269,8,"inflow",1421
31269,9,"inflow",1287
31269,10,"inflow",1000
31269,11,"inflow",1052
31269,12,"inflow",1254
31269,13,"inflow",1445
31269,14,"inflow",1181
31269,15,"inflow",1113
31269,16,"inflow",988
31269,17,"inflow",1448
31269,18,"inflow",1573
31269,19,"inflow",1121
31269,20,"inflow",834
31269,21,"inflow",546
31269,22,"inflow",376
31269,23,"inflow",251
31270,0,"inflow",95
31270,1,"inflow",32
31270,2,"inflow",34
31270,3,"inflow",35
31270,4,"inflow",3
31270,5,"inflow",23
31270,6,"inflow",293
31270,7,"inflow",1028
31270,8,"inflow",1756
31270,9,"inflow",1242
31270,10,"inflow",750
31270,11,"inflow",892
31270,12,"inflow",1234
31270,13,"inflow",1180
31270,14,"inflow",1204
31270,15,"inflow",1129
31270,16,"inflow",1404
31270,17,"inflow",1918
31270,18,"inflow",1831
31270,19,"inflow",1112
31270,20,"inflow",724
31270,21,"inflow",488
31270,22,"inflow",274
31270,23,"inflow",176
31271,0,"inflow",176
31271,1,"inflow",85
31271,2,"inflow",50
31271,3,"inflow",27
31271,4,"inflow",27
31271,5,"inflow",59
31271,6,"inflow",310
31271,7,"inflow",803
31271,8,"inflow",2910
31271,9,"inflow",2301
31271,10,"inflow",1274
31271,11,"inflow",1586
31271,12,"inflow",1863
31271,13,"inflow",2015
31271,14,"inflow",1958
31271,15,"inflow",1897
31271,16,"inflow",2098
31271,17,"inflow",2447
31271,18,"inflow",1742
31271,19,"inflow",1146
31271,20,"inflow",878
31271,21,"inflow",772
31271,22,"inflow",556
31271,23,"inflow",345
31272,0,"inflow",51
31272,1,"inflow",35
31272,2,"inflow",22
31272,3,"inflow",20
31272,5,"inflow",161
31272,6,"inflow",738
31272,7,"inflow",1836
31272,8,"inflow",2849
31272,9,"inflow",1137
31272,10,"inflow",977
31272,11,"inflow",1113
31272,12,"inflow",1540
31272,13,"inflow",1628
31272,14,"inflow",1591
31272,15,"inflow",1469
31272,16,"inflow",1416
31272,17,"inflow",1363
31272,18,"inflow",823
31272,19,"inflow",645
31272,20,"inflow",449
31272,21,"inflow",312
31272,22,"inflow",200
31272,23,"inflow",127
31273,0,"inflow",23
31273,1,"inflow",12
31273,2,"inflow",2
31273,3,"inflow",3
31273,5,"inflow",8
31273,6,"inflow",75
31273,7,"inflow",230
31273,8,"inflow",198
31273,9,"inflow",205
31273,10,"inflow",244
31273,11,"inflow",358
31273,12,"inflow",547
31273,13,"inflow",518
31273,14,"inflow",568
31273,15,"inflow",686
31273,16,"inflow",770
31273,17,"inflow",857
31273,18,"inflow",734
31273,19,"inflow",398
31273,20,"inflow",241
31273,21,"inflow",76
31273,22,"inflow",69
31273,23,"inflow",40
31274,0,"inflow",58
31274,1,"inflow",19
31274,2,"inflow",15
31274,3,"inflow",5
31274,4,"inflow",13
31274,5,"inflow",17
31274,6,"inflow",229
31274,7,"inflow",371
31274,8,"inflow",1206
31274,9,"inflow",1737
31274,10,"inflow",780
31274,11,"inflow",722
31274,12,"inflow",920
31274,13,"inflow",897
31274,14,"inflow",896
31274,15,"inflow",916
31274,16,"inflow",961
31274,17,"inflow",1274
31274,18,"inflow",1396
31274,19,"inflow",802
31274,20,"inflow",427
31274,21,"inflow",238
31274,22,"inflow",194
31274,23,"inflow",111
31275,0,"inflow",195
31275,1,"inflow",150
31275,2,"inflow",106
31275,3,"inflow",73
31275,4,"inflow",76
31275,5,"inflow",360
31275,6,"inflow",740
31275,7,"inflow",1463
31275,8,"inflow",2090
31275,9,"inflow",1448
31275,10,"inflow",761
31275,11,"inflow",742
31275,12,"inflow",809
31275,13,"inflow",824
31275,14,"inflow",814
31275,15,"inflow",915
31275,16,"inflow",1016
31275,17,"inflow",1870
31275,18,"inflow",1634
31275,19,"inflow",1023
31275,20,"inflow",706
31275,21,"inflow",611
31275,22,"inflow",613
31275,23,"inflow",376
31276,0,"inflow",49
31276,1,"inflow",30
31276,2,"inflow",10
31276,3,"inflow",11
31276,4,"inflow",9
31276,5,"inflow",77
31276,6,"inflow",290
31276,7,"inflow",1569
31276,8,"inflow",2652
31276,9,"inflow",1122
31276,10,"inflow",627
31276,11,"inflow",636
31276,12,"inflow",905
31276,13,"inflow",916
31276,14,"inflow",766
31276,15,"inflow",696
31276,16,"inflow",654
31276,17,"inflow",975
31276,18,"inflow",974
31276,19,"inflow",599
31276,20,"inflow",307
31276,21,"inflow",216
31276,22,"inflow",161
31276,23,"inflow",111
31277,0,"inflow",133
31277,1,"inflow",63
31277,2,"inflow",42
31277,3,"inflow",18
31277,4,"inflow",56
31277,5,"inflow",74
31277,6,"inflow",385
31277,7,"inflow",2547
31277,8,"inflow",3473
31277,9,"inflow",1193
31277,10,"inflow",904
31277,11,"inflow",1123
31277,12,"inflow",1734
31277,13,"inflow",1921
31277,14,"inflow",1756
31277,15,"inflow",1802
31277,16,"inflow",1952
31277,17,"inflow",1851
31277,18,"inflow",1422
31277,19,"inflow",900
31277,20,"inflow",672
31277,21,"inflow",460
31277,22,"inflow",342
31277,23,"inflow",205
31278,0,"inflow",261
31278,1,"inflow",134
31278,2,"inflow",99
31278,3,"inflow",35
31278,4,"inflow",19
31278,5,"inflow",55
31278,6,"inflow",255
31278,7,"inflow",726
31278,8,"inflow",1351
31278,9,"inflow",1198
31278,10,"inflow",791
31278,11,"inflow",980
31278,12,"inflow",1136
31278,13,"inflow",1098
31278,14,"inflow",1109
31278,15,"inflow",1231
31278,16,"inflow",1489
31278,17,"inflow",2513
31278,18,"inflow",2701
31278,19,"inflow",2115
31278,20,"inflow",1366
31278,21,"inflow",980
31278,22,"inflow",715
31278,23,"inflow",437
