"","Start.station.number","starthour","freq.x","freq.y"
"4707",31275,22,374,-613
"4708",31275,23,267,-376
"4709",31276,0,58,-49
"4710",31276,1,31,-30
"4711",31276,2,23,-10
"4712",31276,3,9,-11
"4713",31276,4,8,-9
"4714",31276,5,41,-77
"4715",31276,6,49,-290
"4716",31276,7,157,-1569
"4717",31276,8,525,-2652
"4718",31276,9,754,-1122
"4719",31276,10,596,-627
"4720",31276,11,765,-636
"4721",31276,12,1039,-905
"4722",31276,13,847,-916
"4723",31276,14,838,-766
"4724",31276,15,918,-696
"4725",31276,16,1938,-654
"4726",31276,17,2994,-975
"4727",31276,18,1304,-974
"4728",31276,19,749,-599
"4729",31276,20,492,-307
"4730",31276,21,251,-216
"4731",31276,22,169,-161
"4732",31276,23,111,-111
"4733",31277,0,104,-133
"4734",31277,1,64,-63
"4735",31277,2,41,-42
"4736",31277,3,7,-18
"4737",31277,4,4,-56
"4738",31277,5,52,-74
"4739",31277,6,52,-385
"4740",31277,7,317,-2547
"4741",31277,8,539,-3473
"4742",31277,9,492,-1193
"4743",31277,10,799,-904
"4744",31277,11,1303,-1123
"4745",31277,12,1578,-1734
"4746",31277,13,1710,-1921
"4747",31277,14,1883,-1756
"4748",31277,15,2133,-1802
"4749",31277,16,3339,-1952
"4750",31277,17,4156,-1851
"4751",31277,18,2289,-1422
"4752",31277,19,1125,-900
"4753",31277,20,740,-672
"4754",31277,21,572,-460
"4755",31277,22,387,-342
"4756",31277,23,252,-205
"4757",31278,0,194,-261
"4758",31278,1,106,-134
"4759",31278,2,63,-99
"4760",31278,3,34,-35
"4761",31278,4,20,-19
"4762",31278,5,114,-55
"4763",31278,6,431,-255
"4764",31278,7,1147,-726
"4765",31278,8,3239,-1351
"4766",31278,9,1436,-1198
"4767",31278,10,843,-791
"4768",31278,11,1015,-980
"4769",31278,12,1167,-1136
"4770",31278,13,1023,-1098
"4771",31278,14,1024,-1109
"4772",31278,15,993,-1231
"4773",31278,16,1306,-1489
"4774",31278,17,1879,-2513
"4775",31278,18,1943,-2701
"4776",31278,19,1393,-2115
"4777",31278,20,1072,-1366
"4778",31278,21,770,-980
"4779",31278,22,524,-715
"4780",31278,23,288,-437
"4781",31279,0,38,-30
"4782",31279,1,16,-16
"4783",31279,2,12,-12
"4784",31279,3,6,-3
"4785",31279,4,11,-1
"4786",31279,5,22,-12
"4787",31279,6,30,-549
"4788",31279,7,117,-1670
"4789",31279,8,557,-2479
"4790",31279,9,291,-825
"4791",31279,10,293,-367
"4792",31279,11,470,-408
"4793",31279,12,743,-497
"4794",31279,13,575,-649
"4795",31279,14,563,-545
"4796",31279,15,886,-532
"4797",31279,16,1486,-662
"4798",31279,17,3112,-931
"4799",31279,18,1183,-407
"4800",31279,19,521,-202
"4801",31279,20,336,-136
"4802",31279,21,229,-80
"4803",31279,22,145,-48
"4804",31279,23,67,-19
"4805",31280,0,124,-129
"4806",31280,1,109,-99
"4807",31280,2,104,-40
"4808",31280,3,40,-23
"4809",31280,4,15,-12
"4810",31280,5,113,-15
"4811",31280,6,610,-99
"4812",31280,7,1215,-324
"4813",31280,8,2585,-370
"4814",31280,9,602,-265
"4815",31280,10,407,-307
"4816",31280,11,578,-443
"4817",31280,12,693,-449
"4818",31280,13,607,-503
"4819",31280,14,481,-532
"4820",31280,15,545,-630
"4821",31280,16,578,-909
"4822",31280,17,747,-1655
"4823",31280,18,760,-1935
"4824",31280,19,584,-1521
"4825",31280,20,431,-968
"4826",31280,21,273,-653
"4827",31280,22,285,-434
"4828",31280,23,187,-267
"4829",31281,0,187,-249
"4830",31281,1,103,-159
"4831",31281,2,86,-95
"4832",31281,3,31,-45
"4833",31281,4,25,-35
"4834",31281,5,241,-51
"4835",31281,6,755,-172
"4836",31281,7,2073,-574
"4837",31281,8,1951,-725
"4838",31281,9,886,-687
"4839",31281,10,944,-838
"4840",31281,11,1106,-896
"4841",31281,12,1273,-1228
"4842",31281,13,1199,-1260
"4843",31281,14,1152,-1287
"4844",31281,15,1134,-1489
"4845",31281,16,1403,-1988
"4846",31281,17,2003,-3608
"4847",31281,18,2098,-3299
"4848",31281,19,1996,-2401
"4849",31281,20,1585,-1792
"4850",31281,21,1095,-1186
"4851",31281,22,775,-902
"4852",31281,23,397,-428
"4853",31282,0,124,-201
"4854",31282,1,93,-112
"4855",31282,2,52,-61
"4856",31282,3,29,-24
"4857",31282,4,17,-11
"4858",31282,5,146,-77
"4859",31282,6,455,-264
"4860",31282,7,1443,-187
"4861",31282,8,2019,-407
"4862",31282,9,678,-282
"4863",31282,10,501,-280
"4864",31282,11,602,-397
"4865",31282,12,723,-581
"4866",31282,13,640,-571
"4867",31282,14,586,-555
"4868",31282,15,476,-605
"4869",31282,16,611,-971
"4870",31282,17,765,-2105
"4871",31282,18,834,-2218
"4872",31282,19,765,-1284
"4873",31282,20,582,-911
"4874",31282,21,452,-622
"4875",31282,22,348,-518
"4876",31282,23,201,-348
"4877",31283,0,61,-64
"4878",31283,1,51,-46
"4879",31283,2,25,-19
"4880",31283,3,19,-6
"4881",31283,4,31,-18
"4882",31283,5,10,-90
"4883",31283,6,157,-286
"4884",31283,7,364,-973
"4885",31283,8,677,-1952
"4886",31283,9,614,-1145
"4887",31283,10,627,-515
"4888",31283,11,737,-447
"4889",31283,12,749,-645
"4890",31283,13,709,-633
"4891",31283,14,638,-549
"4892",31283,15,854,-549
"4893",31283,16,1375,-690
"4894",31283,17,2168,-947
"4895",31283,18,1296,-951
"4896",31283,19,735,-525
"4897",31283,20,415,-348
"4898",31283,21,288,-257
"4899",31283,22,158,-247
"4900",31283,23,139,-200
"4901",31284,0,16,-27
"4902",31284,1,23,-17
"4903",31284,2,6,-12
"4904",31284,3,5,-3
"4905",31284,4,2,-3
"4906",31284,6,6,-209
"4907",31284,7,14,-643
"4908",31284,8,70,-1374
"4909",31284,9,107,-606
"4910",31284,10,225,-242
"4911",31284,11,406,-260
"4912",31284,12,437,-328
"4913",31284,13,434,-379
"4914",31284,14,515,-478
"4915",31284,15,633,-425
"4916",31284,16,1090,-412
"4917",31284,17,1269,-479
"4918",31284,18,750,-430
"4919",31284,19,407,-283
"4920",31284,20,333,-168
"4921",31284,21,204,-130
"4922",31284,22,155,-124
"4923",31284,23,59,-61
"4924",31285,0,73,-192
"4925",31285,1,54,-107
"4926",31285,2,36,-65
"4927",31285,3,14,-30
"4928",31285,4,117,-31
"4929",31285,5,323,-158
"4930",31285,6,407,-185
"4931",31285,7,573,-274
"4932",31285,8,1032,-677
"4933",31285,9,988,-568
"4934",31285,10,608,-543
"4935",31285,11,603,-500
"4936",31285,12,589,-555
"4937",31285,13,566,-628
"4938",31285,14,545,-671
"4939",31285,15,488,-664
"4940",31285,16,627,-1086
"4941",31285,17,930,-1664
"4942",31285,18,1127,-1533
"4943",31285,19,881,-1026
"4944",31285,20,694,-732
"4945",31285,21,451,-582
"4946",31285,22,284,-461
"4947",31285,23,162,-299
"4948",31286,0,95,-169
"4949",31286,1,65,-116
"4950",31286,2,33,-75
"4951",31286,3,34,-48
"4952",31286,4,20,-18
"4953",31286,5,181,-17
"4954",31286,6,369,-77
"4955",31286,7,796,-276
"4956",31286,8,2072,-324
"4957",31286,9,521,-248
"4958",31286,10,487,-320
"4959",31286,11,552,-329
"4960",31286,12,594,-419
"4961",31286,13,525,-466
"4962",31286,14,467,-437
"4963",31286,15,475,-469
"4964",31286,16,567,-628
"4965",31286,17,715,-1254
"4966",31286,18,925,-1612
"4967",31286,19,780,-1303
"4968",31286,20,502,-942
"4969",31286,21,379,-653
"4970",31286,22,263,-493
"4971",31286,23,167,-266
"4972",31287,0,4,-6
"4973",31287,1,4,NA
"4974",31287,3,3,-5
"4975",31287,5,2,-9
"4976",31287,6,31,-91
"4977",31287,7,65,-323
"4978",31287,8,70,-896
"4979",31287,9,103,-709
"4980",31287,10,191,-242
"4981",31287,11,292,-179
"4982",31287,12,488,-279
"4983",31287,13,453,-362
"4984",31287,14,386,-248
"4985",31287,15,450,-223
"4986",31287,16,840,-229
"4987",31287,17,1176,-287
"4988",31287,18,435,-147
"4989",31287,19,244,-97
"4990",31287,20,113,-85
"4991",31287,21,71,-49
"4992",31287,22,21,-32
"4993",31287,23,10,-16
"4994",31288,0,98,-99
"4995",31288,1,67,-67
"4996",31288,2,17,-27
"4997",31288,3,12,-11
"4998",31288,4,10,-14
"4999",31288,5,13,-23
"5000",31288,6,59,-279
"5001",31288,7,261,-428
"5002",31288,8,336,-624
"5003",31288,9,442,-869
"5004",31288,10,721,-1253
"5005",31288,11,1326,-1575
"5006",31288,12,1882,-1994
"5007",31288,13,2254,-2218
"5008",31288,14,2664,-2473
"5009",31288,15,3037,-2680
"5010",31288,16,3170,-2333
"5011",31288,17,2622,-1968
"5012",31288,18,1617,-1679
"5013",31288,19,1070,-978
"5014",31288,20,652,-626
"5015",31288,21,450,-475
"5016",31288,22,320,-280
"5017",31288,23,171,-148
"5018",31289,0,179,-220
"5019",31289,1,141,-156
"5020",31289,2,50,-82
"5021",31289,3,40,-23
"5022",31289,4,12,-24
"5023",31289,5,13,-48
"5024",31289,6,102,-270
"5025",31289,7,468,-295
"5026",31289,8,457,-523
"5027",31289,9,606,-788
"5028",31289,10,1270,-1404
"5029",31289,11,2155,-1897
"5030",31289,12,2406,-2081
"5031",31289,13,2455,-2183
"5032",31289,14,2398,-2311
"5033",31289,15,2493,-2489
"5034",31289,16,2371,-2218
"5035",31289,17,2137,-2312
"5036",31289,18,2005,-1958
"5037",31289,19,1443,-1252
"5038",31289,20,1196,-1153
"5039",31289,21,845,-758
"5040",31289,22,561,-607
"5041",31289,23,408,-382
"5042",31290,0,122,-118
"5043",31290,1,62,-98
"5044",31290,2,33,-32
"5045",31290,3,25,-42
"5046",31290,4,16,-23
"5047",31290,5,3,-15
"5048",31290,6,31,-47
"5049",31290,7,90,-251
"5050",31290,8,259,-341
"5051",31290,9,445,-554
"5052",31290,10,753,-789
"5053",31290,11,1265,-1246
"5054",31290,12,1516,-1422
"5055",31290,13,1663,-1591
"5056",31290,14,1848,-1750
"5057",31290,15,1800,-1772
"5058",31290,16,1652,-1600
"5059",31290,17,1615,-1436
"5060",31290,18,1359,-1567
"5061",31290,19,1033,-976
"5062",31290,20,769,-697
"5063",31290,21,471,-491
"5064",31290,22,392,-380
"5065",31290,23,237,-260
"5066",31291,0,18,-16
"5067",31291,1,13,-12
"5068",31291,2,9,-1
"5069",31291,3,2,-2
"5070",31291,4,1,-1
"5071",31291,5,6,-10
"5072",31291,6,17,-103
"5073",31291,7,52,-281
"5074",31291,8,172,-785
"5075",31291,9,258,-831
"5076",31291,10,200,-278
"5077",31291,11,185,-203
"5078",31291,12,204,-246
"5079",31291,13,225,-250
"5080",31291,14,199,-220
"5081",31291,15,225,-269
"5082",31291,16,301,-258
"5083",31291,17,982,-341
"5084",31291,18,910,-292
"5085",31291,19,453,-140
"5086",31291,20,265,-83
"5087",31291,21,128,-83
"5088",31291,22,112,-69
"5089",31291,23,44,-57
"5090",31292,0,17,-12
"5091",31292,1,1,-6
"5092",31292,2,2,-5
"5093",31292,4,2,-1
"5094",31292,7,12,-158
"5095",31292,8,36,-395
"5096",31292,9,47,-302
"5097",31292,10,48,-99
"5098",31292,11,99,-92
"5099",31292,12,172,-114
"5100",31292,13,202,-126
"5101",31292,14,267,-150
"5102",31292,15,297,-136
"5103",31292,16,333,-138
"5104",31292,17,528,-115
"5105",31292,18,246,-88
"5106",31292,19,146,-56
"5107",31292,20,90,-31
"5108",31292,21,23,-14
"5109",31292,22,14,-34
"5110",31292,23,23,-21
"5111",31293,0,1,NA
"5112",31293,1,1,NA
"5113",31293,7,2,-2
"5114",31293,8,1,-11
"5115",31293,10,8,-18
"5116",31293,11,15,-23
"5117",31293,12,12,-14
"5118",31293,13,29,-39
"5119",31293,14,23,-33
"5120",31293,15,19,-30
"5121",31293,16,31,-26
"5122",31293,17,23,-26
"5123",31293,18,22,-12
"5124",31293,19,14,-8
"5125",31293,20,10,-1
"5126",31293,21,4,-3
"5127",31293,22,3,-5
"5128",31293,23,3,NA
"5129",31294,7,7,-4
"5130",31294,8,10,-5
"5131",31294,9,5,-9
"5132",31294,10,4,-4
"5133",31294,11,4,-2
"5134",31294,12,6,-3
"5135",31294,13,9,-9
"5136",31294,14,6,-7
"5137",31294,15,11,-14
"5138",31294,16,10,-5
"5139",31294,17,13,-5
"5140",31294,18,7,-10
"5141",31294,19,4,-8
"5142",31294,20,2,-6
"5143",31294,21,4,-5
"5144",31294,23,1,NA
"5145",31300,0,33,-30
"5146",31300,1,14,-40
"5147",31300,2,2,-20
"5148",31300,3,3,-17
"5149",31300,4,4,-187
"5150",31300,5,5,-100
"5151",31300,6,167,-74
"5152",31300,7,270,-215
"5153",31300,8,458,-762
"5154",31300,9,296,-519
"5155",31300,10,315,-204
"5156",31300,11,299,-228
"5157",31300,12,271,-264
"5158",31300,13,292,-271
"5159",31300,14,354,-277
"5160",31300,15,225,-269
"5161",31300,16,297,-495
"5162",31300,17,647,-692
"5163",31300,18,754,-561
"5164",31300,19,452,-404
"5165",31300,20,311,-341
"5166",31300,21,198,-213
"5167",31300,22,151,-204
"5168",31300,23,72,-53
"5169",31301,0,39,-43
"5170",31301,1,35,-27
"5171",31301,2,21,-19
"5172",31301,3,16,-10
"5173",31301,4,19,-11
"5174",31301,5,15,-19
"5175",31301,6,30,-93
"5176",31301,7,52,-121
"5177",31301,8,142,-185
"5178",31301,9,116,-231
"5179",31301,10,157,-141
"5180",31301,11,226,-128
"5181",31301,12,273,-157
"5182",31301,13,306,-200
"5183",31301,14,294,-173
"5184",31301,15,406,-180
"5185",31301,16,497,-149
"5186",31301,17,622,-260
"5187",31301,18,313,-190
"5188",31301,19,323,-129
"5189",31301,20,359,-122
"5190",31301,21,146,-82
"5191",31301,22,125,-90
"5192",31301,23,67,-54
"5193",31302,0,37,-46
"5194",31302,1,20,-21
"5195",31302,2,3,-8
"5196",31302,3,11,-8
"5197",31302,4,7,-1
"5198",31302,5,57,-13
"5199",31302,6,222,-18
"5200",31302,7,943,-153
"5201",31302,8,1199,-88
"5202",31302,9,394,-100
"5203",31302,10,331,-132
"5204",31302,11,517,-244
"5205",31302,12,519,-278
"5206",31302,13,503,-228
"5207",31302,14,381,-248
"5208",31302,15,401,-302
"5209",31302,16,454,-382
"5210",31302,17,699,-633
"5211",31302,18,663,-881
"5212",31302,19,691,-648
"5213",31302,20,396,-449
"5214",31302,21,247,-253
"5215",31302,22,193,-202
"5216",31302,23,74,-88
"5217",31303,0,76,-15
"5218",31303,1,25,-11
"5219",31303,2,7,-6
"5220",31303,3,10,-5
"5221",31303,4,7,-4
"5222",31303,5,35,-23
"5223",31303,6,97,-102
"5224",31303,7,397,-269
"5225",31303,8,764,-329
"5226",31303,9,422,-159
"5227",31303,10,220,-164
"5228",31303,11,337,-228
"5229",31303,12,389,-256
"5230",31303,13,410,-248
"5231",31303,14,402,-248
"5232",31303,15,405,-274
"5233",31303,16,476,-272
"5234",31303,17,782,-416
"5235",31303,18,867,-379
"5236",31303,19,683,-250
"5237",31303,20,515,-194
"5238",31303,21,311,-86
"5239",31303,22,219,-49
"5240",31303,23,121,-30
"5241",31304,0,30,-22
"5242",31304,1,17,-15
"5243",31304,2,7,-10
"5244",31304,3,4,NA
"5245",31304,5,32,-2
"5246",31304,6,54,-18
"5247",31304,7,268,-63
"5248",31304,8,1062,-89
"5249",31304,9,352,-119
"5250",31304,10,274,-85
"5251",31304,11,276,-122
"5252",31304,12,233,-105
"5253",31304,13,263,-126
"5254",31304,14,225,-153
"5255",31304,15,291,-165
"5256",31304,16,273,-196
"5257",31304,17,413,-361
"5258",31304,18,322,-530
"5259",31304,19,228,-269
"5260",31304,20,171,-197
"5261",31304,21,136,-135
"5262",31304,22,94,-55
"5263",31304,23,90,-37
"5264",31305,0,53,-67
"5265",31305,1,33,-44
"5266",31305,2,11,-29
"5267",31305,3,5,-12
"5268",31305,4,8,-6
"5269",31305,5,25,-1
"5270",31305,6,84,-25
"5271",31305,7,310,-285
"5272",31305,8,878,-458
"5273",31305,9,363,-176
"5274",31305,10,309,-191
"5275",31305,11,296,-254
"5276",31305,12,334,-336
"5277",31305,13,409,-277
"5278",31305,14,368,-344
"5279",31305,15,335,-329
"5280",31305,16,382,-427
"5281",31305,17,448,-709
"5282",31305,18,571,-651
"5283",31305,19,384,-544
"5284",31305,20,306,-415
"5285",31305,21,269,-282
"5286",31305,22,169,-162
"5287",31305,23,103,-95
"5288",31306,0,13,-38
"5289",31306,1,14,-51
"5290",31306,2,5,-20
"5291",31306,3,3,-22
"5292",31306,4,5,-4
"5293",31306,5,97,-1
"5294",31306,6,428,-39
"5295",31306,7,1028,-27
"5296",31306,8,1122,-29
"5297",31306,9,578,-30
"5298",31306,10,389,-38
"5299",31306,11,368,-51
"5300",31306,12,395,-90
"5301",31306,13,324,-89
"5302",31306,14,235,-104
"5303",31306,15,307,-109
"5304",31306,16,227,-158
"5305",31306,17,276,-324
"5306",31306,18,347,-445
"5307",31306,19,226,-418
"5308",31306,20,150,-280
"5309",31306,21,94,-171
"5310",31306,22,57,-122
"5311",31306,23,28,-85
"5312",31307,0,34,-45
"5313",31307,1,23,-42
"5314",31307,2,15,-13
"5315",31307,3,8,-12
"5316",31307,4,180,-2
"5317",31307,5,75,-7
"5318",31307,6,203,-66
"5319",31307,7,722,-383
"5320",31307,8,774,-282
"5321",31307,9,529,-225
"5322",31307,10,490,-328
"5323",31307,11,456,-335
"5324",31307,12,480,-378
"5325",31307,13,571,-427
"5326",31307,14,465,-456
"5327",31307,15,505,-358
"5328",31307,16,578,-369
"5329",31307,17,575,-542
"5330",31307,18,574,-688
"5331",31307,19,445,-485
"5332",31307,20,253,-315
"5333",31307,21,184,-197
"5334",31307,22,96,-163
"5335",31307,23,67,-74
"5336",31308,0,16,-16
"5337",31308,1,14,-8
"5338",31308,2,11,-8
"5339",31308,3,30,-3
"5340",31308,4,11,-15
"5341",31308,5,56,-10
"5342",31308,6,44,-18
"5343",31308,7,150,-76
"5344",31308,8,463,-455
"5345",31308,9,369,-271
"5346",31308,10,170,-97
"5347",31308,11,211,-99
"5348",31308,12,231,-160
"5349",31308,13,204,-153
"5350",31308,14,225,-143
"5351",31308,15,249,-165
"5352",31308,16,394,-186
"5353",31308,17,792,-253
"5354",31308,18,504,-358
"5355",31308,19,186,-202
"5356",31308,20,165,-98
"5357",31308,21,119,-75
"5358",31308,22,72,-47
"5359",31308,23,16,-30
"5360",31309,0,7,-23
"5361",31309,1,2,-12
"5362",31309,5,4,-9
"5363",31309,6,36,-16
"5364",31309,7,177,-23
"5365",31309,8,133,-84
"5366",31309,9,66,-85
"5367",31309,10,55,-44
"5368",31309,11,44,-45
"5369",31309,12,44,-41
"5370",31309,13,65,-73
"5371",31309,14,78,-90
"5372",31309,15,81,-105
"5373",31309,16,88,-120
"5374",31309,17,108,-134
"5375",31309,18,117,-160
"5376",31309,19,77,-100
"5377",31309,20,53,-51
"5378",31309,21,29,-36
"5379",31309,22,20,-32
"5380",31309,23,10,-20
"5381",31310,0,17,-45
"5382",31310,1,7,-24
"5383",31310,2,5,-18
"5384",31310,3,3,-9
"5385",31310,5,51,-1
"5386",31310,6,137,-8
"5387",31310,7,416,-301
"5388",31310,8,856,-95
"5389",31310,9,349,-129
"5390",31310,10,272,-105
"5391",31310,11,199,-131
"5392",31310,12,205,-160
"5393",31310,13,228,-141
"5394",31310,14,251,-264
"5395",31310,15,241,-197
"5396",31310,16,419,-216
"5397",31310,17,302,-272
"5398",31310,18,253,-432
"5399",31310,19,178,-424
"5400",31310,20,167,-394
"5401",31310,21,95,-229
"5402",31310,22,122,-158
"5403",31310,23,27,-115
"5404",31312,0,138,-81
"5405",31312,1,30,-45
"5406",31312,2,17,-32
"5407",31312,3,10,-9
"5408",31312,4,7,-9
"5409",31312,5,14,-12
"5410",31312,6,196,-102
"5411",31312,7,365,-330
"5412",31312,8,846,-347
"5413",31312,9,382,-719
"5414",31312,10,381,-807
"5415",31312,11,506,-862
"5416",31312,12,676,-1016
"5417",31312,13,752,-998
"5418",31312,14,753,-942
"5419",31312,15,807,-921
"5420",31312,16,885,-1078
"5421",31312,17,1295,-1531
"5422",31312,18,1299,-1302
"5423",31312,19,982,-828
"5424",31312,20,681,-450
"5425",31312,21,505,-339
"5426",31312,22,273,-226
"5427",31312,23,144,-151
"5428",31313,0,25,-52
"5429",31313,1,7,-36
"5430",31313,2,12,-27
"5431",31313,3,5,-14
"5432",31313,4,3,-3
"5433",31313,5,14,-7
"5434",31313,6,175,-8
"5435",31313,7,325,-41
"5436",31313,8,647,-103
"5437",31313,9,298,-123
"5438",31313,10,179,-124
"5439",31313,11,197,-139
"5440",31313,12,201,-135
"5441",31313,13,177,-165
"5442",31313,14,212,-186
"5443",31313,15,167,-169
"5444",31313,16,203,-195
"5445",31313,17,255,-407
"5446",31313,18,240,-387
"5447",31313,19,238,-257
"5448",31313,20,123,-176
"5449",31313,21,105,-173
"5450",31313,22,63,-112
"5451",31313,23,50,-91
"5452",31314,0,97,-71
"5453",31314,1,50,-35
"5454",31314,2,29,-33
"5455",31314,3,22,-35
"5456",31314,4,10,-12
"5457",31314,5,4,-172
"5458",31314,6,36,-114
"5459",31314,7,298,-485
"5460",31314,8,488,-1379
"5461",31314,9,342,-1337
"5462",31314,10,411,-766
"5463",31314,11,603,-942
"5464",31314,12,748,-1147
"5465",31314,13,848,-1225
"5466",31314,14,907,-1269
"5467",31314,15,867,-1210
"5468",31314,16,1065,-1218
"5469",31314,17,1252,-1524
"5470",31314,18,1107,-1359
"5471",31314,19,850,-872
"5472",31314,20,448,-561
"5473",31314,21,185,-191
"5474",31314,22,149,-125
"5475",31314,23,124,-91
"5476",31315,0,4,-12
"5477",31315,1,2,-18
"5478",31315,2,1,-12
"5479",31315,3,2,-8
"5480",31315,5,18,-4
"5481",31315,6,86,-4
"5482",31315,7,232,-26
"5483",31315,8,410,-36
"5484",31315,9,110,-38
"5485",31315,10,129,-37
"5486",31315,11,113,-56
"5487",31315,12,111,-70
"5488",31315,13,115,-84
"5489",31315,14,106,-97
"5490",31315,15,103,-100
"5491",31315,16,114,-114
"5492",31315,17,132,-241
"5493",31315,18,156,-266
"5494",31315,19,153,-213
"5495",31315,20,75,-107
"5496",31315,21,32,-87
"5497",31315,22,25,-55
"5498",31315,23,5,-29
"5499",31316,0,26,NA
"5500",31316,1,13,NA
"5501",31316,2,5,NA
"5502",31316,3,3,NA
"5503",31316,4,2,NA
"5504",31316,6,13,-2
"5505",31316,7,135,-106
"5506",31316,8,113,-31
"5507",31316,9,48,-21
"5508",31316,10,45,-13
"5509",31316,11,53,-14
"5510",31316,12,67,-15
"5511",31316,13,53,-22
"5512",31316,14,45,-22
"5513",31316,15,86,-17
"5514",31316,16,149,-25
"5515",31316,17,135,-60
"5516",31316,18,154,-32
"5517",31316,19,127,-41
"5518",31316,20,104,-21
"5519",31316,21,102,-9
"5520",31316,22,81,-8
"5521",31316,23,35,-4
"5522",31317,0,21,-9
"5523",31317,1,7,-7
"5524",31317,2,3,-2
"5525",31317,3,2,-5
"5526",31317,4,5,-4
"5527",31317,5,1,NA
"5528",31317,6,11,-6
"5529",31317,7,67,-22
"5530",31317,8,73,-16
"5531",31317,9,37,-25
"5532",31317,10,59,-36
"5533",31317,11,62,-77
"5534",31317,12,76,-80
"5535",31317,13,106,-60
"5536",31317,14,97,-59
"5537",31317,15,76,-49
"5538",31317,16,117,-76
"5539",31317,17,138,-132
"5540",31317,18,136,-137
"5541",31317,19,116,-89
"5542",31317,20,82,-50
"5543",31317,21,62,-25
"5544",31317,22,45,-9
"5545",31317,23,23,-5
"5546",31318,0,25,-26
"5547",31318,1,14,-27
"5548",31318,2,7,-9
"5549",31318,3,6,-6
"5550",31318,4,2,-4
"5551",31318,5,28,-3
"5552",31318,6,28,-1
"5553",31318,7,185,-16
"5554",31318,8,305,-107
"5555",31318,9,181,-122
"5556",31318,10,184,-66
"5557",31318,11,139,-73
"5558",31318,12,115,-102
"5559",31318,13,161,-103
"5560",31318,14,120,-116
"5561",31318,15,111,-96
"5562",31318,16,126,-244
"5563",31318,17,184,-252
"5564",31318,18,144,-290
"5565",31318,19,173,-219
"5566",31318,20,107,-184
"5567",31318,21,87,-106
"5568",31318,22,53,-76
"5569",31318,23,37,-59
"5570",31319,0,11,-5
"5571",31319,1,4,-1
"5572",31319,2,1,-1
"5573",31319,3,1,NA
"5574",31319,5,9,NA
"5575",31319,6,6,-7
"5576",31319,7,38,-19
"5577",31319,8,35,-16
"5578",31319,9,37,-43
"5579",31319,10,35,-27
"5580",31319,11,51,-38
"5581",31319,12,60,-48
"5582",31319,13,83,-35
"5583",31319,14,111,-36
"5584",31319,15,113,-36
"5585",31319,16,126,-33
"5586",31319,17,147,-47
"5587",31319,18,135,-37
"5588",31319,19,84,-26
"5589",31319,20,59,-22
"5590",31319,21,31,-12
"5591",31319,22,19,-4
"5592",31319,23,11,-4
"5593",31400,0,141,-139
"5594",31400,1,86,-98
"5595",31400,2,41,-59
"5596",31400,3,21,-28
"5597",31400,4,22,-11
"5598",31400,5,184,-60
"5599",31400,6,699,-74
"5600",31400,7,1260,-241
"5601",31400,8,1005,-376
"5602",31400,9,696,-228
"5603",31400,10,491,-176
"5604",31400,11,545,-258
"5605",31400,12,572,-340
"5606",31400,13,490,-323
"5607",31400,14,518,-378
"5608",31400,15,559,-425
"5609",31400,16,627,-695
"5610",31400,17,804,-1260
"5611",31400,18,1068,-1546
"5612",31400,19,979,-1227
"5613",31400,20,686,-938
"5614",31400,21,571,-591
"5615",31400,22,425,-443
"5616",31400,23,280,-294
"5617",31401,0,129,-221
"5618",31401,1,80,-128
"5619",31401,2,53,-89
"5620",31401,3,57,-65
"5621",31401,4,35,-11
"5622",31401,5,114,-11
"5623",31401,6,309,-30
"5624",31401,7,1087,-202
"5625",31401,8,1062,-141
"5626",31401,9,308,-67
"5627",31401,10,441,-122
"5628",31401,11,464,-235
"5629",31401,12,406,-261
"5630",31401,13,413,-273
"5631",31401,14,468,-280
"5632",31401,15,430,-277
"5633",31401,16,376,-413
"5634",31401,17,478,-804
"5635",31401,18,643,-1166
"5636",31401,19,616,-847
"5637",31401,20,483,-641
"5638",31401,21,389,-574
"5639",31401,22,361,-525
"5640",31401,23,247,-340
"5641",31402,0,12,-60
"5642",31402,1,10,-44
"5643",31402,2,3,-21
"5644",31402,3,3,-14
"5645",31402,4,1,-3
"5646",31402,5,3,-2
"5647",31402,6,67,-10
"5648",31402,7,291,-36
"5649",31402,8,568,-71
"5650",31402,9,207,-32
"5651",31402,10,145,-41
"5652",31402,11,148,-35
"5653",31402,12,183,-56
"5654",31402,13,120,-59
"5655",31402,14,102,-77
"5656",31402,15,90,-57
"5657",31402,16,72,-94
"5658",31402,17,91,-315
"5659",31402,18,106,-178
"5660",31402,19,74,-145
"5661",31402,20,79,-120
"5662",31402,21,70,-68
"5663",31402,22,42,-81
"5664",31402,23,27,-98
"5665",31403,0,13,-115
"5666",31403,1,5,-39
"5667",31403,2,3,-10
"5668",31403,4,3,-4
"5669",31403,5,40,-8
"5670",31403,6,67,-37
"5671",31403,7,203,-29
"5672",31403,8,436,-27
"5673",31403,9,255,-27
"5674",31403,10,121,-50
"5675",31403,11,103,-35
"5676",31403,12,97,-75
"5677",31403,13,94,-85
"5678",31403,14,94,-75
"5679",31403,15,104,-117
"5680",31403,16,113,-179
"5681",31403,17,137,-291
"5682",31403,18,108,-323
"5683",31403,19,94,-200
"5684",31403,20,64,-140
"5685",31403,21,31,-105
"5686",31403,22,14,-91
"5687",31403,23,11,-61
"5688",31404,0,59,-74
"5689",31404,1,25,-57
"5690",31404,2,9,-39
